Id,SalePrice
1461,107408.63810779178
1462,147662.39356748978
1463,178924.9220321139
1464,186661.20263274736
1465,199849.47174013787
1466,180466.56766377168
1467,163972.6684132711
1468,173844.15240979224
1469,197365.97366188283
1470,112379.15191064573
1471,178755.39015397974
1472,95952.4814589683
1473,93673.80809611725
1474,146966.1938865661
1475,124999.63376109299
1476,382044.60626753484
1477,265286.7035487476
1478,333838.9994082219
1479,320245.0038856596
1480,493505.8661068398
1481,314636.4691431295
1482,230690.2633116603
1483,193385.7677975708
1484,171640.0089284822
1485,185164.6690588765
1486,210297.39517464806
1487,336399.9901999308
1488,258832.55396752455
1489,195210.12664313088
1490,209462.24336514657
1491,196772.88604655745
1492,97981.77135217107
1493,182971.09653215238
1494,297192.0351545084
1495,284907.82458963
1496,215241.09763944373
1497,185202.0236501617
1498,160151.40928605327
1499,156467.13664657477
1500,152694.7728213686
1501,175074.10543926977
1502,150728.48877026857
1503,275490.49273000995
1504,229483.68221191692
1505,215398.0967312774
1506,185625.76541365727
1507,229085.09979574513
1508,200159.01999487448
1509,159782.0413417315
1510,139419.8027154618
1511,141230.7874889284
1512,157360.4172773657
1513,146031.82494690656
1514,157539.29626001566
1515,192041.77378776044
1516,155812.9002029197
1517,159834.88273984232
1518,145454.77748852797
1519,212217.69093135273
1520,126362.08657721958
1521,131112.37872546536
1522,173177.00200718374
1523,115856.24311975169
1524,113038.81004043715
1525,116199.99909073541
1526,120863.3063397475
1527,104399.13656390255
1528,136397.44084912146
1529,130950.61887046718
1530,166090.0850014989
1531,120050.42526333756
1532,95142.26187275174
1533,128053.48855426021
1534,122233.12296699392
1535,150960.61782473273
1536,109379.46947880428
1537,83683.98849739775
1538,165838.94609155005
1539,177306.11408386688
1540,116623.8803137554
1541,137742.221059642
1542,129344.70887682756
1543,206550.99934384
1544,82952.51346733495
1545,100856.71795883171
1546,120162.87264965937
1547,128605.09135667814
1548,116367.93427303621
1549,103770.05120083892
1550,126695.37177354212
1551,113462.94133872174
1552,126138.40737179853
1553,138347.39813905672
1554,113519.86104462914
1555,173961.25256111554
1556,118704.83220657732
1557,118533.77843832616
1558,103856.84677306385
1559,93238.75935106684
1560,125589.48384935633
1561,138987.23319003094
1562,125792.6374219736
1563,111305.73370265793
1564,160574.10375742975
1565,149960.41505488186
1566,223244.60278407403
1567,93644.22129696824
1568,220315.68711945298
1569,126734.55010833195
1570,135560.8993257886
1571,128788.29904076525
1572,136160.2012591095
1573,245238.69554638467
1574,140724.29323008232
1575,213747.25007999327
1576,210044.04711938946
1577,194944.70007576625
1578,143369.07889161308
1579,141225.77484211777
1580,195510.33563407158
1581,144472.1651387625
